"seqid","type","start","end","strand","ID","description"
"LmjF.03","IGI",244586,257027,"+","LmjF.03.0670","hypothetical protein, conserved"
"LmjF.35","IGI",1541197,1543927,"-","LmjF.35.3910","PFPI/DJ-1-like protein, putative"
"LmjF.35","IGI",539544,550906,"+","LmjF.35.1190","NADH-dependent fumarate reductase, putative"
"LmjF.30","IGI",1036684,1040866,"-","LmjF.30.2700","hypothetical protein, conserved"
"LmjF.32","IGI",1415153,1420835,"+","LmjF.32.3506","hypothetical protein, conserved"
"LmjF.26","IGI",663698,663893,"+","LmjF.26.snoRNA0610","C/D snoRNA"
"LmjF.01","IGI",81165,83340,"+","LmjF.01.0335","Mitochondrial pyruvate carrier 1"
"LmjF.28","IGI",152578,158034,"-","LmjF.28.0470","hypothetical protein, conserved"
"LmjF.10","IGI",187973,193935,"+","LmjF.10.0400","folate/biopterin transporter, putative"
"LmjF.19","IGI",61546,72727,"+","LmjF.19.0230","Complex 1 protein (LYR family), putative"
"LmjF.20","IGI",733491,737802,"-","LmjF.20.1600","hypothetical protein, conserved"
"LmjF.26","IGI",884970,892242,"+","LmjF.26.2180","hypothetical protein, conserved"
"LmjF.06","IGI",227722,240537,"+","LmjF.06.0640","STE/STE11 serine/threonine-protein kinase, putative"
"LmjF.36","IGI",2661543,2665011,"-","LmjF.36.6940","protein disulfide isomerase 2"
"LmjF.20","IGI",365498,370305,"+","LmjF.20.0900","RNA-editing nuclease 1"
"LmjF.13","IGI",176295,178664,"+","LmjF.13.0540","hypothetical protein, conserved"
"LmjF.34","IGI",34279,38197,"+","LmjF.34.0100","PrimPol-like protein 2, putative"
"LmjF.26","IGI",821770,829139,"+","LmjF.26.2090","hypothetical protein, unknown function"
"LmjF.28","IGI",62958,69152,"+","LmjF.28.0210","Histone H2B variant V"
"LmjF.24","IGI",529496,534073,"+","LmjF.24.1450","NPK1-related protein kinase-like"
"LmjF.04","IGI",406276,412991,"-","LmjF.04.1090","hypothetical protein, conserved"
"LmjF.35","IGI",1657672,1661783,"+","LmjF.35.4160","Protein of unknown function (DUF2009), putative"
"LmjF.16","IGI",6627,8835,"-","LmjF.16.0040","2OG-Fe(II) oxygenase superfamily, putative"
"LmjF.29","IGI",1191562,1197958,"+","LmjF.29.2830","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative"
"LmjF.29","IGI",839942,842311,"-","LmjF.29.1920","hypothetical protein, unknown function"
"LmjF.25","IGI",101725,104222,"-","LmjF.25.0320","B9 domain-containing protein 2"
"LmjF.16","IGI",580530,583137,"-","LmjF.16.1400","trafficking protein particle complex subunit- like protein"
"LmjF.21","IGI",29649,31891,"+","LmjF.21.0100","hypothetical protein, conserved"
"LmjF.30","IGI",535167,539198,"+","LmjF.30.1520","RNA pseudouridylate synthase, putative"
"LmjF.36","IGI",2280973,2286772,"-","LmjF.36.5940","A distinct subfamily of CDD/CDA-like deaminases, putative"
"LmjF.21","IGI",619752,624780,"-","LmjF.21.1520","hypothetical protein, unknown function"
"LmjF.23","IGI",432664,438395,"-","LmjF.23.0880","beta-fructosidase-like protein"
"LmjF.31","IGI",431614,439409,"-","LmjF.31.1100","Domain of unknown function (DUF4498), putative"
"LmjF.30","IGI",487834,496982,"+","LmjF.30.1410","ama1 protein, putative"
"LmjF.17","IGI",34408,37449,"-","LmjF.17.0083","elongation factor 1-alpha"
"LmjF.28","IGI",555340,559264,"+","LmjF.28.1480","Qa-SNARE protein"
"LmjF.32","IGI",135704,140619,"-","LmjF.32.0380","hypothetical protein, conserved"
"LmjF.26","IGI",674525,674808,"+","LmjF.26.snoRNA0544","H/ACA-like snoRNA"
"LmjF.29","IGI",150887,156289,"-","LmjF.29.0450","recA bacterial DNA recombination protein, putative"
"LmjF.34","IGI",470199,470566,"+","LmjF.34.TRNAILE.01","tRNA-Ile"
"LmjF.29","IGI",264132,268461,"-","LmjF.29.0730","hypothetical protein, conserved"
"LmjF.19","IGI",513730,521394,"+","LmjF.19.1180","hypothetical protein, conserved"
"LmjF.26","IGI",647391,647559,"+","LmjF.26.snoRNA0436","H/ACA-like snoRNA"
"LmjF.26","IGI",1055303,1057699,"+","LmjF.26.2630","CSL zinc finger, putative"
"LmjF.33","IGI",1,5087,"-","LmjF.33.0010","hypothetical protein, conserved"
"LmjF.15","IGI",350729,357117,"-","LmjF.15.0780","hypothetical protein, conserved"
"LmjF.31","IGI",426622,437513,"-","LmjF.31.1090","hypothetical protein, conserved"
"LmjF.33","IGI",677112,681932,"+","LmjF.33.snoRNA0129","C/D snoRNA"
"LmjF.31","IGI",628911,651024,"-","LmjF.31.1410","hypothetical protein, conserved"
"LmjF.21","IGI",556774,564341,"-","LmjF.21.1350","PB1 domain containing protein, putative"
"LmjF.30","IGI",158469,162170,"-","LmjF.30.0490","hypothetical protein, conserved"
"LmjF.29","IGI",611794,627548,"+","LmjF.29.1390","RNA binding protein, putative"
"LmjF.26","IGI",688446,697669,"+","LmjF.26.1810","hypothetical protein, conserved"
"LmjF.11","IGI",20323,22719,"+","LmjF.11.0080","hypothetical protein, conserved"
"LmjF.20","IGI",322611,322897,"+","LmjF.20.snoRNA0211","C/D snoRNA"
"LmjF.15","IGI",431242,433979,"-","LmjF.15.0970","E1-like ubiquitin-activating enzyme, putative"
"LmjF.03","IGI",20712,24872,"+","LmjF.03.0090","DNA primase large subunit, putative"
"LmjF.16","IGI",476319,482476,"-","LmjF.16.1210","hypothetical protein, conserved"
"LmjF.32","IGI",1561488,1569956,"+","LmjF.32.3920","TFIIH basal transcription factor complex helicase XPB subunit, putative"
"LmjF.36","IGI",1120801,1127355,"-","LmjF.36.2750","acetyltransferase-like protein"
"LmjF.35","IGI",379257,385811,"+","LmjF.35.0820","aspartate aminotransferase, putative"
"LmjF.17","IGI",91294,96073,"-","LmjF.17.0100","hypothetical protein, conserved"
"LmjF.36","IGI",2069300,2075747,"-","LmjF.36.5350","kinetoplastid kinetochore protein 2, putative"
"LmjF.28","IGI",945249,950662,"+","LmjF.28.2440","hypothetical protein, conserved"
"LmjF.09","IGI",341974,344579,"-","LmjF.09.0850","ras family protein-like protein"
"LmjF.35","IGI",84339,90480,"+","LmjF.35.0320","serine palmitoyltransferase, putative"
"LmjF.23","IGI",40217,41060,"+","LmjF.23.snoRNA0039","C/D snoRNA"
"LmjF.27","IGI",821894,824376,"-","LmjF.27.1910","hypothetical protein, conserved"
"LmjF.24","IGI",454797,463963,"+","LmjF.24.1290","WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
"LmjF.36","IGI",1774713,1778902,"+","LmjF.36.4580","hypothetical protein, conserved"
"LmjF.36","IGI",1792424,1797530,"+","LmjF.36.4640","Esterase PHB depolymerase, putative"
"LmjF.13","IGI",351395,360039,"-","LmjF.13.1040","subtilisin peptidase"
"LmjF.34","IGI",594131,598416,"-","LmjF.34.1330","BCS1 N terminal/ATPase family associated with various cellular activities (AAA), putative"
"LmjF.27","IGI",982012,991986,"+","LmjF.27.rRNA.01","18S ribosomal (SSU) RNA"
"LmjF.12","IGI",408893,417799,"+","LmjF.12.0890","promastigote surface antigen 38S"
"LmjF.30","IGI",555791,558797,"+","LmjF.30.1570","Putative papain-like cysteine peptidase (DUF1796), putative"
"LmjF.31","IGI",772531,773689,"-","LmjF.31.1620","Protein of unknown function DUF84, putative"
"LmjF.19","IGI",350628,352495,"+","LmjF.19.0843","hypothetical protein"
"LmjF.34","IGI",281475,286194,"+","LmjF.34.0650","proteasome regulatory non-ATPase subunit 11, putative"
"LmjF.34","IGI",1075634,1088263,"-","LmjF.34.2450","Sec7 domain containing protein, putative"
"LmjF.14","IGI",91136,99175,"+","LmjF.14.0330","transmembrane amino acid transporter protein, putative"
"LmjF.29","IGI",360269,366919,"+","LmjF.29.0950","hypothetical protein, conserved"
"LmjF.20","IGI",341201,341485,"+","LmjF.20.snoRNA0268","C/D snoRNA"
"LmjF.36","IGI",2157076,2160162,"-","LmjF.36.5590","adenylyl cyclase-associated protein, putative"
"LmjF.35","IGI",1679543,1679699,"+","LmjF.35.snoRNA0165","C/D snoRNA"
"LmjF.33","IGI",851449,855423,"+","LmjF.33.1900","vesicular protein trafficking mediator, putative"
"LmjF.28","IGI",897938,905083,"+","LmjF.28.2320","hypothetical protein, conserved"
"LmjF.36","IGI",872778,877697,"+","LmjF.36.2190","hypothetical protein, conserved"
"LmjF.32","IGI",160473,164727,"-","LmjF.32.0420","kinesin motor domain containing protein, putative"
"LmjF.24","IGI",374346,378369,"+","LmjF.24.1080","DNAJ domain protein, putative"
"LmjF.36","IGI",1222514,1226715,"-","LmjF.36.3000","ATP-dependent RNA helicase, putative"
"LmjF.23","IGI",653240,658247,"+","LmjF.23.1360","hypothetical protein, conserved"
"LmjF.09","IGI",424358,431091,"-","LmjF.09.1040","phospholipid:diacylglycerol acyltransferase, putative"
"LmjF.09","IGI",405934,408692,"-","LmjF.09.TRNAPHE.01","tRNA-Phe"
"LmjF.23","IGI",52780,55009,"+","LmjF.23.0170","hypothetical protein, conserved"
"LmjF.30","IGI",563548,565064,"+","LmjF.30.snoRNA0024","C/D snoRNA"
"LmjF.20","IGI",132224,141695,"+","LmjF.20.0370","Metallo-dependent phosphatase-like domain-containing protein"
"LmjF.32","IGI",203006,206852,"+","LmjF.32.0580","hypothetical protein, conserved"
"LmjF.19","IGI",188129,194734,"+","LmjF.19.0510","hypothetical protein, conserved"
"LmjF.26","IGI",498064,514341,"+","LmjF.26.1440","hypothetical protein, conserved"
"LmjF.10","IGI",355435,366802,"-","LmjF.10.0750","hypothetical protein, conserved"
"LmjF.19","IGI",283004,286456,"+","LmjF.19.0660","DNA-directed RNA polymerases I and III subunit RPAC1, putative"
"LmjF.34","IGI",692792,697718,"-","LmjF.34.1540","kinesin, putative"
"LmjF.16","IGI",35016,39615,"-","LmjF.16.0130","hypothetical protein, unknown function"
"LmjF.18","IGI",60974,87421,"-","LmjF.18.0180","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative"
"LmjF.36","IGI",655331,658576,"-","LmjF.36.1670","Protein of unknown function (DUF2419), putative"
"LmjF.28","IGI",422942,432696,"+","LmjF.28.1140","electron-transfer-flavoprotein, alpha polypeptide, putative"
"LmjF.31","IGI",395135,410137,"-","LmjF.31.1030","hypothetical protein, conserved"
"LmjF.25","IGI",602294,606815,"-","LmjF.25.1510","hypothetical protein, conserved"
"LmjF.09","IGI",240867,247293,"+","LmjF.09.0590","ATP-dependent DNA helicase, putative"
"LmjF.36","IGI",1734419,1738213,"+","LmjF.36.4490","Mitochondrial N(5)-glutamine methyltransferase MTQ1, putative"
"LmjF.31","IGI",56726,58429,"-","LmjF.31.0220","hypothetical protein, conserved"
"LmjF.09","IGI",74032,76688,"+","LmjF.09.0164","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.07","IGI",15014,17176,"+","LmjF.07.0040","hypothetical protein, conserved"
"LmjF.25","IGI",625811,626070,"-","LmjF.25.snoRNA0134","C/D snoRNA"
"LmjF.20","IGI",191195,193461,"+","LmjF.20.0530","conserved protein, unknown function"
"LmjF.20","IGI",243719,268470,"+","LmjF.20.0690","hypothetical protein, conserved"
"LmjF.24","IGI",670697,673701,"-","LmjF.24.1810","beta-ketoacyl-ACP reductase 2, putative"
"LmjF.36","IGI",1553603,1554880,"+","LmjF.36.snoRNA0074","H/ACA-like snoRNA"
"LmjF.34","IGI",1598538,1602021,"+","LmjF.34.3700","inositol-pentakisphosphate 2-kinase, putative"
"LmjF.15","IGI",267093,280878,"+","LmjF.15.0640","Galactose oxidase, central domain/Kelch motif containing protein, putative"
"LmjF.36","IGI",898683,904027,"+","LmjF.36.2250","developmentally regulated GTP-binding protein 1, putative"
"LmjF.33","IGI",868119,872481,"+","LmjF.33.1950","hypothetical protein, conserved"
"LmjF.24","IGI",427425,430915,"+","LmjF.24.1200","hypothetical protein, conserved"
"LmjF.35","IGI",1112501,1120382,"-","LmjF.35.2740","galactokinase-like protein"
"LmjF.36","IGI",1412362,1414162,"-","LmjF.36.3660","NUDIX hydrolase 3, putative"
"LmjF.30","IGI",601875,604867,"+","LmjF.30.1647","hypothetical protein, conserved"
"LmjF.33","IGI",898542,911563,"+","LmjF.33.2020","hypothetical protein, unknown function"
"LmjF.15","IGI",508112,514204,"-","LmjF.15.1230","nucleoside transporter 1, putative"
"LmjF.28","IGI",1058902,1064630,"-","LmjF.28.2780","heat-shock protein hsp70, putative"
"LmjF.22","IGI",149795,152226,"-","LmjF.22.0370","hypothetical protein, unknown function"
"LmjF.30","IGI",1069637,1072184,"-","LmjF.30.2810","hypothetical protein, conserved"
"LmjF.33","IGI",1408436,1414467,"+","LmjF.33.2955","hypothetical protein"
"LmjF.08","IGI",340096,353308,"+","LmjF.08.0770","amastin-like protein"
"LmjF.36","IGI",2057040,2061380,"-","LmjF.36.5320","Glutathione S-transferase, C-terminal domain containing protein, putative"
"LmjF.29","IGI",166391,174567,"-","LmjF.29.0490","hypothetical protein, conserved"
"LmjF.21","IGI",27241,30536,"+","LmjF.21.0090","hypothetical protein, conserved"
"LmjF.33","IGI",871628,874357,"+","LmjF.33.1955","60S ribosomal protein L37"
"LmjF.35","IGI",1273698,1279778,"-","LmjF.35.3110","Present in the outer mitochondrial membrane proteome 7"
"LmjF.30","IGI",367811,373879,"+","LmjF.30.1100","DREV methyltransferase, putative"
"LmjF.13","IGI",168577,172586,"+","LmjF.13.0520","Protein of unknown function (DUF1014), putative"
"LmjF.24","IGI",629314,632565,"-","LmjF.24.1680","Ssl1-like, putative"
"LmjF.33","IGI",882324,891471,"+","LmjF.33.1990","hypothetical protein, conserved"
"LmjF.27","IGI",17891,19734,"-","LmjF.27.0070","hypothetical protein, conserved"
"LmjF.26","IGI",788445,793312,"+","LmjF.26.2000","methyltransferase domain containing protein, putative"
"LmjF.29","IGI",368243,378752,"+","LmjF.29.0970","kinesin, putative"
"LmjF.15","IGI",156487,157399,"+","LmjF.15.snoRNA0065","H/ACA-like snoRNA"
"LmjF.11","IGI",156089,156960,"-","LmjF.11.5SRRNA.01","5S(M5) ribosomal RNA"
"LmjF.19","IGI",24787,30206,"-","LmjF.19.0140","Associated kinase of Tb14-3-3, putative"
"LmjF.29","IGI",852281,857851,"-","LmjF.29.1960","Fumarate hydratase class I, cytosolic"
"LmjF.25","IGI",530299,535300,"-","LmjF.25.1340","protein transport protein Sec24C, putative"
"LmjF.10","IGI",1,7848,"-","LmjF.10.0010","fatty acid desaturase, putative"
"LmjF.09","IGI",66369,69010,"+","LmjF.09.0154","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.05","IGI",436951,441521,"-","LmjF.05.1210","protein phosphatase type 1 regulator-like protein"
"LmjF.29","IGI",1199695,1201341,"+","LmjF.29.2860","40S ribosomal protein S19-like protein"
"LmjF.33","IGI",1188165,1193035,"+","LmjF.33.2660","hypothetical protein, conserved"
"LmjF.27","IGI",873785,879373,"-","LmjF.27.2050","ribonucleoside-diphosphate reductase small chain, putative"
"LmjF.26","IGI",673519,673688,"+","LmjF.26.snoRNA0469","H/ACA-like snoRNA"
"LmjF.27","IGI",27509,30222,"-","LmjF.27.0110","hypothetical protein, conserved"
"LmjF.19","IGI",9002,12936,"-","LmjF.19.0070","peroxin 13, putative"
"LmjF.15","IGI",156367,156967,"+","LmjF.15.snoRNA0047","C/D snoRNA"
"LmjF.35","IGI",1672443,1672782,"+","LmjF.35.snoRNA0173","C/D snoRNA"
"LmjF.30","IGI",1149096,1157467,"-","LmjF.30.3060","kinesin, putative"
"LmjF.33","IGI",285786,291830,"+","LmjF.33.0680","sterol C-24 reductase, putative"
"LmjF.26","IGI",461645,465552,"+","LmjF.26.1360","hypothetical protein, conserved"
"LmjF.19","IGI",586306,596668,"+","LmjF.19.1347","membrane-bound O-acyltransferase, putative"
"LmjF.29","IGI",248858,251058,"-","LmjF.29.0670","hypothetical protein, conserved"
"LmjF.32","IGI",1086586,1093003,"-","LmjF.32.2770","mucin-like protein, putative"
"LmjF.27","IGI",214918,218895,"+","LmjF.27.0530","hypothetical protein, conserved"
"LmjF.04","IGI",231836,239177,"-","LmjF.04.0570","DENN (AEX-3) domain containing protein, putative"
"LmjF.09","IGI",405030,405669,"+","LmjF.09.TRNAVAL.01","tRNA-Val"
"LmjF.36","IGI",1423463,1433429,"+","LmjF.36.3700","hypothetical protein, conserved"
"LmjF.20","IGI",594460,601604,"+","LmjF.20.1310","small myristoylated protein-1"
"LmjF.29","IGI",583336,609816,"+","LmjF.29.1370","RNA binding protein, putative"
"LmjF.25","IGI",739822,742624,"-","LmjF.25.1860","TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase, putative"
"LmjF.30","IGI",645409,652772,"+","LmjF.30.1780","cdc2-related protein kinase 11, putative"
"LmjF.33","IGI",31168,34048,"-","LmjF.33.0140","Ankyrin repeats (3 copies), putative"
"LmjF.29","IGI",225990,240105,"-","LmjF.29.0620","ATP-binding cassette protein subfamily A, member 10, putative"
"LmjF.14","IGI",229875,235917,"-","LmjF.14.0640","fatty acid elongase, putative"
"LmjF.21","IGI",385357,387594,"+","LmjF.21.0930","histone H2A, putative"
"LmjF.27","IGI",381155,381395,"-","LmjF.27.snoRNA0156","C/D snoRNA"
"LmjF.03","IGI",259372,267581,"-","LmjF.03.0690","DEAD/DEAH box helicase, putative"
"LmjF.30","IGI",549500,556642,"+","LmjF.30.1560","Eukaryotic translation initiation factor 2-alpha kinase 3, putative"
"LmjF.35","IGI",2047581,2050087,"+","LmjF.35.5310","ribosome-interacting GTPase 2, putative"
"LmjF.30","IGI",224276,226962,"-","LmjF.30.0705","hypothetical protein, conserved"
"LmjF.17","IGI",245992,253925,"-","LmjF.17.0490","STE/STE11 serine/threonine-protein kinase, putative"
"LmjF.32","IGI",321296,326922,"+","LmjF.32.0860","hypothetical protein, conserved"
"LmjF.34","IGI",337013,341513,"+","LmjF.34.0760","hypothetical protein, conserved"
"LmjF.36","IGI",1781354,1783777,"+","LmjF.36.4600","Predicted membrane protein, putative"
"LmjF.11","IGI",135281,139718,"+","LmjF.11.0420","regulator of chromatin condensation, putative"
"LmjF.08","IGI",222507,226393,"+","LmjF.08.0560","hypothetical protein, conserved"
"LmjF.19","IGI",365186,368316,"+","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2, putative"
"LmjF.27","IGI",920845,928335,"-","LmjF.27.2170","hypothetical protein, conserved"
"LmjF.33","IGI",428491,434308,"+","LmjF.33.0940","hypothetical protein, conserved"
"LmjF.19","IGI",52453,59316,"-","LmjF.19.0210","ADP,ATP carrier protein 1, mitochondrial precursor, putative"
"LmjF.08","IGI",103268,107201,"+","LmjF.08.0300","Isochorismatase family, putative"
"LmjF.36","IGI",91483,94378,"-","LmjF.36.0325","hypothetical protein"
"LmjF.25","IGI",143059,147477,"-","LmjF.25.0450","50S ribosome-binding GTPase, putative"
"LmjF.36","IGI",2047278,2055923,"-","LmjF.36.5300","hypothetical protein, conserved"
"LmjF.27","IGI",1022534,1028203,"+","LmjF.27.rRNA.49","28S ribosomal RNA (LSU-epsilon, M4)"
"LmjF.34","IGI",1829067,1830715,"+","LmjF.34.4470","NADH:ubiquinone oxidoreductase, ESSS subunit, putative"
"LmjF.22","IGI",382824,391635,"+","LmjF.22.0950","NEK family Serine/threonine-protein kinase, putative"
"LmjF.27","IGI",773803,780416,"-","LmjF.27.1810","Phosphoenolpyruvate carboxykinase [ATP], glycosomal"
"LmjF.28","IGI",566047,569746,"+","LmjF.28.1520","hypothetical protein, conserved"
"LmjF.18","IGI",414153,417662,"+","LmjF.18.1000","mitochondrial carrier protein, putative"
"LmjF.07","IGI",49599,52888,"+","LmjF.07.0130","tRNA-methyl transferase, putative"
"LmjF.30","IGI",947576,952316,"-","LmjF.30.2450","DnaJ domain protein-like protein"
"LmjF.03","IGI",34664,37223,"+","LmjF.03.0140","hypothetical protein, conserved"
"LmjF.29","IGI",1059491,1068269,"+","LmjF.29.2440","3'5'-cyclic nucleotide phosphodiesterase, putative"
"LmjF.32","IGI",1511182,1514783,"+","LmjF.32.3720","BT1 family, putative"
"LmjF.20","IGI",573094,578398,"+","LmjF.20.1250","Domain of unknown function (DUF1935), putative"
"LmjF.15","IGI",7840,18010,"-","LmjF.15.0050","cytochrome-b5 reductase, putative"
"LmjF.26","IGI",106165,109027,"-","LmjF.26.0390","RET2, RNA editing complex MP57"
"LmjF.21","IGI",767940,0,"+","LmjF.21.1880","hypothetical protein, conserved"
"LmjF.31","IGI",1127071,1133832,"-","LmjF.31.2280","ADP-ribosylation factor, putative"
"LmjF.35","IGI",1071282,1074172,"-","LmjF.35.2610","hypothetical protein, unknown function"
"LmjF.36","IGI",2570752,2574950,"-","LmjF.36.6660","methyltransferase, putative"
"LmjF.23","IGI",462619,468297,"-","LmjF.23.0970","hypothetical protein, conserved"
"LmjF.29","IGI",61150,66613,"-","LmjF.29.0190","hypothetical protein, conserved"
"LmjF.29","IGI",442534,451037,"+","LmjF.29.1130","tryparedoxin-like protein"
"LmjF.20","IGI",492457,508374,"+","LmjF.20.1120","phosphatidylinositol 3-kinase, putative"
"LmjF.35","IGI",1472418,1476692,"-","LmjF.35.3650","hypothetical protein, conserved"
"LmjF.32","IGI",906165,912288,"-","LmjF.32.2310","hypothetical protein, conserved"
"LmjF.27","IGI",480109,486846,"-","LmjF.27.1140","hypothetical protein, conserved"
"LmjF.08","IGI",108138,110668,"+","LmjF.08.0320","mitochondrial associated ribonuclease, putative"
"LmjF.20","IGI",68682,73534,"-","LmjF.20.0210","kelch domain-containing protein"
"LmjF.36","IGI",907761,912358,"+","LmjF.36.2280","bardet-biedl syndrome 4 protein"
"LmjF.19","IGI",249754,264963,"+","LmjF.19.0600","hypothetical protein, unknown function"
"LmjF.07","IGI",537265,543939,"+","LmjF.07.1050","cation-transporting ATPase, putative"
"LmjF.06","IGI",131609,135665,"+","LmjF.06.0390","hypothetical protein, conserved"
"LmjF.20","IGI",556257,561021,"+","LmjF.20.1220","calpain-like cysteine peptidase, Clan CA, family C2"
"LmjF.36","IGI",2202119,2205493,"-","LmjF.36.5750","pseudouridine synthase TruD, putative"
"LmjF.26","IGI",1027601,1033033,"+","LmjF.26.2550","hypothetical protein, conserved"
"LmjF.22","IGI",261127,269118,"-","LmjF.22.0690","3'a2rel-related protein"
"LmjF.27","IGI",1046597,1048478,"+","LmjF.27.rRNA.29","28S ribosomal RNA (LSU-beta)"
"LmjF.09","IGI",359374,363917,"-","LmjF.09.0900","ef-hand protein 5, putative"
"LmjF.36","IGI",1339306,1342556,"-","LmjF.36.3420","vacuolar protein sorting-associated protein-like protein"
"LmjF.03","IGI",62362,66058,"+","LmjF.03.0260","hypothetical protein, conserved"
"LmjF.22","IGI",225286,230765,"-","LmjF.22.0610","ubiquitin-conjugating enzyme-like protein"
"LmjF.20","IGI",334512,334862,"+","LmjF.20.snoRNA0242","C/D snoRNA"
"LmjF.15","IGI",497720,501632,"-","LmjF.15.1203","60S acidic ribosomal protein P2"
"LmjF.26","IGI",668294,668475,"+","LmjF.26.snoRNA0525","H/ACA-like snoRNA"
"LmjF.33","IGI",840518,846696,"+","LmjF.33.1870","nucleolar GTP-binding protein, putative"
"LmjF.21","IGI",56057,60165,"+","LmjF.21.0160","hypothetical protein, conserved"
"LmjF.05","IGI",453603,454045,"+","LmjF.05.snoRNA0093","H/ACA-like snoRNA"
"LmjF.25","IGI",837468,841268,"+","LmjF.25.2220","hypothetical protein, conserved"
"LmjF.36","IGI",1952360,1956713,"-","LmjF.36.5050","32 kDa ER-associated protein, putative"
"LmjF.32","IGI",1349590,1354291,"+","LmjF.32.3370","chloride channel protein, putative"
"LmjF.24","IGI",1,6629,"+","LmjF.24.0010","pyruvate dehydrogenase (lipoamide) kinase, putative"
"LmjF.16","IGI",270847,278709,"-","LmjF.16.0770","hypothetical protein, conserved"
"LmjF.07","IGI",531051,536289,"+","LmjF.07.1035","hypothetical protein, conserved"
"LmjF.07","IGI",267734,274003,"+","LmjF.07.0580","Molybdopterin guanine dinucleotide synthesis protein B, putative"
"LmjF.26","IGI",650055,650236,"+","LmjF.26.snoRNA0514","H/ACA-like snoRNA"
"LmjF.27","IGI",638185,641449,"+","LmjF.27.1570","hypothetical protein, conserved"
"LmjF.35","IGI",860103,869301,"+","LmjF.35.2110","hypothetical protein, conserved"
"LmjF.13","IGI",30462,33512,"-","LmjF.13.0110","SURF1 family, putative"
"LmjF.33","IGI",677024,677162,"+","LmjF.33.snoRNA0132","H/ACA-like snoRNA"
"LmjF.06","IGI",266954,273422,"+","LmjF.06.0700","C2 domain/Ankyrin repeats (3 copies), putative"
"LmjF.26","IGI",321805,327160,"+","LmjF.26.1030","hypothetical protein, conserved"
"LmjF.30","IGI",1131581,1135422,"-","LmjF.30.3020","hypothetical protein, conserved"
"LmjF.33","IGI",38202,42914,"-","LmjF.33.0170","Tetraspanin family, putative"
"LmjF.23","IGI",189269,194309,"+","LmjF.23.0520","SET domain containing protein, putative"
"LmjF.33","IGI",738371,741190,"+","LmjF.33.1540","elongation factor 1-gamma, putative"
"LmjF.07","IGI",354256,358105,"+","LmjF.07.0745","hypothetical protein"
"LmjF.23","IGI",310092,314323,"-","LmjF.23.0650","spliceosomal U5 snRNP-specific protein, putative"
"LmjF.28","IGI",840679,845075,"+","LmjF.28.2170","Mitochondrial import receptor subunit ATOM69, putative"
"LmjF.14","IGI",421797,425204,"-","LmjF.14.1045","hypothetical protein, conserved"
"LmjF.29","IGI",133073,136163,"-","LmjF.29.0390","RNA binding protein, putative"
"LmjF.14","IGI",549931,555541,"+","LmjF.14.1320","serine hydroxymethyltranferase (SHMT-S)"
"LmjF.31","IGI",1353960,1358871,"-","LmjF.31.2830","hypothetical protein, conserved"
"LmjF.25","IGI",880112,884960,"+","LmjF.25.2375","hypothetical protein"
"LmjF.26","IGI",653490,653668,"+","LmjF.26.snoRNA0481","H/ACA-like snoRNA"
"LmjF.27","IGI",976013,978404,"-","LmjF.27.2320","protein phosphatase 2C, putative"
"LmjF.05","IGI",34076,37797,"+","LmjF.05.0120","hypothetical protein, conserved"
"LmjF.05","IGI",448924,449127,"+","LmjF.05.snoRNA0063","C/D snoRNA"
"LmjF.30","IGI",898473,906735,"-","LmjF.30.2340","zinc-finger protein, conserved"
"LmjF.36","IGI",1978759,1987107,"-","LmjF.36.5140","VHS domain containing protein, putative"
"LmjF.33","IGI",850408,852269,"+","LmjF.33.1895","LisH domain-containing protein FOPNL, putative"
"LmjF.33","IGI",731529,735952,"+","LmjF.33.1520","PRA1 family protein, putative"
"LmjF.26","IGI",478240,484445,"+","LmjF.26.1410","DnaJ domain containing protein, putative"
"LmjF.23","IGI",45694,51198,"+","LmjF.23.0150","hypothetical protein, conserved"
"LmjF.18","IGI",194123,197782,"-","LmjF.18.0460","tubulin-specific chaperone, putative"
"LmjF.26","IGI",1069247,1078598,"+","LmjF.26.2670","ATP-binding cassette protein subfamily B, member 2, putative"
"LmjF.23","IGI",555775,558543,"+","LmjF.23.1165","coronin, putative"
"LmjF.34","IGI",324884,328210,"+","LmjF.34.0710","hypothetical protein, conserved"
"LmjF.09","IGI",205666,212260,"+","LmjF.09.0500","hypothetical protein, conserved"
"LmjF.24","IGI",665095,670375,"-","LmjF.24.1790","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative"
"LmjF.36","IGI",1032583,1033359,"-","LmjF.36.TRNATHR.03","tRNA-Thr"
"LmjF.35","IGI",1174273,1176698,"-","LmjF.35.2860","hypothetical protein, conserved"
"LmjF.17","IGI",64292,75011,"-","LmjF.17.0180","receptor-type adenylate cyclase b"
"LmjF.35","IGI",1069989,1072581,"-","LmjF.35.2600","hypothetical protein, unknown function"
