"seqid","type","start","end","strand","ID","description"
"TcChr38-P","IGI",458056,461562,"-","TcCLB.510693.190","Mucin-associated surface protein (MASP), subgroup S116"
"TcChr32-P","IGI",917859,919726,"+","TcCLB.510445.50","S-adenosylmethionine synthetase, putative"
"TcChr32-P","IGI",603310,613937,"-","TcCLB.507025.60","RNA-binding protein, putative"
"TcChr17-P","IGI",74546,77235,"-","TcCLB.511771.35","hypothetical protein"
"TcChr14-P","IGI",418607,421708,"-","TcCLB.506257.5","aminopeptidase, putative (fragment)"
"TcChr25-P","IGI",509555,514649,"+","TcCLB.511921.50","trans-sialidase, Group VI, putative"
"TcChr40-P","IGI",899458,901784,"+","TcCLB.503521.39","mitochondrial carrier protein, putative"
"TcChr33-P","IGI",378308,381127,"+","TcCLB.508495.9","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr31-P","IGI",711115,715316,"+","TcCLB.506489.59","divalent cation tolerance protein, putative"
"TcChr33-P","IGI",508780,510035,"+","TcCLB.508501.240","Glycosyl transferase family 11, putative"
"TcChr26-P","IGI",270496,270719,"+","TcCLB.511909.6","tRNA-Gln:anticodon CTG"
"TcChr40-P","IGI",537885,540000,"+","TcCLB.511283.300","hypothetical protein, conserved"
"TcChr39-P","IGI",819751,823026,"-","TcCLB.507771.90","Nucleoporin NUP89"
"TcChr31-P","IGI",340642,345155,"+","TcCLB.503461.30","hypothetical protein, conserved"
"TcChr4-P","IGI",53881,56693,"-","TcCLB.507681.80","hypothetical protein"
"TcChr39-P","IGI",326002,328532,"+","TcCLB.503703.60","hypothetical protein"
"TcChr6-P","IGI",27518,29416,"-","TcCLB.508593.110","arginine N-methyltransferase, putative"
"TcChr41-P","IGI",33981,37396,"-","TcCLB.509019.30","dispersed gene family protein 1 (DGF-1), putative"
"TcChr27-P","IGI",765443,767927,"+","TcCLB.510303.119","SET domain containing protein, putative"
"TcChr40-P","IGI",592181,595491,"+","TcCLB.511283.140","hypothetical protein, conserved"
"TcChr6-P","IGI",177397,187996,"+","TcCLB.510889.280","metacyclin II, putative"
"TcChr35-P","IGI",116115,137917,"-","TcCLB.511033.29","hypothetical protein"
"TcChr31-P","IGI",765770,768307,"+","TcCLB.511895.20","hypothetical protein"
"TcChr6-P","IGI",68921,72587,"-","TcCLB.510885.100","Putative integral membrane protein conserved region (DUF2404), putative"
"TcChr21-P","IGI",174628,176224,"-","TcCLB.509111.19","hypothetical protein, conserved"
"TcChr40-P","IGI",168205,171499,"-","TcCLB.508899.90","hypothetical protein"
"TcChr11-P","IGI",277698,279479,"-","TcCLB.511245.79","hypothetical protein, conserved"
"TcChr34-P","IGI",1004481,1007728,"-","TcCLB.506201.140","hypothetical protein, conserved"
"TcChr39-P","IGI",943700,955008,"-","TcCLB.510729.280","trans-sialidase, Group III, putative"
"TcChr41-P","IGI",289643,299486,"+","TcCLB.511487.71","UEV domain/Zinc finger, C3HC4 type (RING finger), putative"
"TcChr40-P","IGI",376203,377320,"-","TcCLB.511291.90","40S ribosomal protein S13, putative"
"TcChr7-P","IGI",344145,345395,"+","TcCLB.506511.10","hypothetical protein, conserved"
"TcChr17-P","IGI",520372,523532,"+","TcCLB.511319.30","hypothetical protein"
"TcChr30-P","IGI",34863,38289,"-","TcCLB.508577.60","WD domain, G-beta repeat, putative"
"TcChr39-P","IGI",1409819,1410305,"+","TcCLB.510661.262","C/D small nucleolar RNA (snoRNA), TB9C3C1"
"TcChr27-P","IGI",136528,138770,"-","TcCLB.506297.60","START domain containing protein, putative"
"TcChr8-P","IGI",173517,175910,"-","TcCLB.508199.90","hypothetical protein, conserved"
"TcChr3-P","IGI",149190,150718,"+","TcCLB.506317.30","hypothetical protein, conserved (pseudogene)"
"TcChr39-P","IGI",908828,911135,"-","TcCLB.504123.50","hypothetical protein, conserved (pseudogene)"
"TcChr16-P","IGI",467625,472235,"+","TcCLB.508401.50","hypothetical protein, conserved (pseudogene)"
"TcChr21-P","IGI",353427,355195,"+","TcCLB.504141.20","hypothetical protein, conserved"
"TcChr39-P","IGI",877733,883250,"+","TcCLB.460125.20","tRNA-Cys:anticodon GCA"
"TcChr31-P","IGI",618630,622910,"+","TcCLB.511385.80","kinesin-like protein, putative"
"TcChr24-P","IGI",247080,249357,"-","TcCLB.508737.20","hypothetical protein"
"TcChr17-P","IGI",380898,387834,"+","TcCLB.511317.20","hypothetical protein, conserved"
"TcChr8-P","IGI",155659,157189,"-","TcCLB.508199.10","ADP-ribosylation factor, putative"
"TcChr24-P","IGI",499100,505326,"-","TcCLB.509525.330","hypothetical protein"
"TcChr26-P","IGI",587588,589202,"-","TcCLB.505183.120","aldo/keto reductase, putative"
"TcChr24-P","IGI",542829,550313,"-","TcCLB.509525.130","hypothetical protein"
"TcChr39-P","IGI",1197295,1199954,"-","TcCLB.508461.120","Protein of unknown function (DUF2009), putative"
"TcChr27-P","IGI",633512,638161,"+","TcCLB.508175.70","lanosterol synthase, putative"
"TcChr12-P","IGI",353769,357197,"-","TcCLB.506151.4","hypothetical protein, conserved (fragment)"
"TcChr12-P","IGI",141827,145598,"+","TcCLB.506229.10","Mitogen-activated protein kinase 10, putative"
"TcChr39-P","IGI",892447,894383,"-","TcCLB.506883.30","ribosome-interacting GTPase 2, putative"
"TcChr36-P","IGI",659780,664412,"+","TcCLB.508153.380","RNA polymerase-associated protein CTR9, putative"
"TcChr39-P","IGI",1515529,1519673,"+","TcCLB.510659.20","hypothetical protein, conserved"
"TcChr40-P","IGI",1050920,1051995,"+","TcCLB.511261.140","60S ribosomal protein L34, putative"
"TcChr26-P","IGI",611195,613019,"-","TcCLB.504131.180","ATPase subunit 9, putative"
"TcChr11-P","IGI",141813,145047,"-","TcCLB.508857.130","hypothetical protein, conserved"
"TcChr32-P","IGI",335604,338315,"+","TcCLB.509053.80","hypothetical protein, conserved"
"TcChr30-P","IGI",643050,644247,"+","TcCLB.508827.70","40S ribosomal protein S17, putative"
"TcChr12-P","IGI",190174,193297,"+","TcCLB.509553.30","ribonuclease mar1, putative"
"TcChr40-P","IGI",1163294,1169279,"-","TcCLB.506335.110","trans-sialidase (pseudogene), putative"
"TcChr25-P","IGI",657748,658948,"+","TcCLB.422921.20","50S ribosomal protein L17, putative"
"TcChr30-P","IGI",825843,832123,"+","TcCLB.511665.60","trans-sialidase (pseudogene), putative"
"TcChr34-P","IGI",90748,93820,"-","TcCLB.510691.20","hypothetical protein, conserved"
"TcChr33-P","IGI",135772,142812,"-","TcCLB.508079.20","fatty acyl CoA syntetase 1 (pseudogene), putative"
"TcChr37-P","IGI",1288707,1288448,"+","TcCLB.510183.11","H/ACA snoRNA, TC10C1H2"
"TcChr32-P","IGI",904945,909501,"+","TcCLB.506835.120","DNA ligase I, putative"
"TcChr32-P","IGI",798075,799060,"-","TcCLB.509065.100","hypothetical protein, conserved"
"TcChr9-P","IGI",247489,250187,"+","TcCLB.506479.20","Overproducer of inositol protein 10 homolog, putative"
"TcChr39-P","IGI",577291,582195,"+","TcCLB.508355.5","receptor-type adenylate cyclase, putative (fragment)"
"TcChr33-P","IGI",14486,21783,"-","TcCLB.506595.70","trans-sialidase (pseudogene), putative"
"TcChr2-P","IGI",9305,11564,"-","TcCLB.509985.40","hypothetical protein, conserved"
"TcChr22-P","IGI",304291,307898,"+","TcCLB.507221.70","hypothetical protein, conserved"
"TcChr41-P","IGI",826531,828977,"-","TcCLB.503973.170","hypothetical protein"
"TcChr16-P","IGI",372248,374722,"+","TcCLB.506155.10","hypothetical protein, conserved"
"TcChr33-P","IGI",670522,672361,"+","TcCLB.505193.74","PQ loop repeat, putative"
"TcChr41-P","IGI",1765388,1767281,"+","TcCLB.504081.9","trans-sialidase (pseudogene), putative"
"TcChr39-P","IGI",1395998,1398471,"+","TcCLB.510663.50","hypothetical protein, conserved"
"TcChr6-P","IGI",154011,156644,"-","TcCLB.510889.210","hypothetical protein, conserved"
"TcChr8-P","IGI",165406,169024,"-","TcCLB.508199.50","palmitoyl acyltransferase 1, putative"
"TcChr12-P","IGI",245328,254124,"-","TcCLB.507623.20","hypothetical protein, conserved"
"TcChr20-P","IGI",125072,128226,"+","TcCLB.506583.70","phosphatidylinositol/phosphatidylcholine transfer protein, putative"
"TcChr30-P","IGI",412405,419164,"-","TcCLB.510901.170","hypothetical protein, conserved"
"TcChr26-P","IGI",600280,604545,"-","TcCLB.503693.20","hypothetical protein, conserved"
"TcChr32-P","IGI",469001,471402,"+","TcCLB.507023.60","PH domain containing protein, putative"
"TcChr36-P","IGI",421734,423524,"-","TcCLB.506175.10","Integral membrane protein S linking to the trans Golgi network, putative"
"TcChr17-P","IGI",177301,179301,"-","TcCLB.509179.140","myo-inositol-1(or 4)-monophosphatase 1, putative"
"TcChr10-P","IGI",1,11411,"+","TcCLB.507233.110","mismatch repair protein MSH4, putative"
"TcChr23-P","IGI",195460,198366,"+","TcCLB.509665.20","Mucin-associated surface protein (MASP), subgroup S016"
"TcChr21-P","IGI",27925,98697,"-","TcCLB.416041.24","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr15-P","IGI",539704,541507,"-","TcCLB.510199.10","GP85-like protein, putative"
"TcChr37-P","IGI",1068384,1071281,"-","TcCLB.509733.30","Basal body protein"
"TcChr12-P","IGI",200091,215321,"+","TcCLB.509555.10","hypothetical protein (fragment)"
"TcChr41-P","IGI",2066652,2076275,"+","TcCLB.508219.140","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr15-P","IGI",400187,402011,"+","TcCLB.509657.61","elongation factor 1-gamma (EF-1-gamma, pseudogene), putative"
"TcChr41-P","IGI",84575,85919,"+","TcCLB.511479.48","hypothetical protein, conserved (fragment)"
"TcChr20-P","IGI",19550,20831,"-","TcCLB.508625.140","hypothetical protein, conserved"
"TcChr39-P","IGI",570232,574952,"+","TcCLB.508355.40","choline/carnitine O-acetyltransferase, putative"
"TcChr27-P","IGI",833166,835042,"+","TcCLB.508173.60","cis-prenyltransferase, putative"
"TcChr40-P","IGI",529829,533076,"+","TcCLB.511285.4","intraflagellar transport protein 140, putative (fragment)"
"TcChr12-P","IGI",154133,183494,"+","TcCLB.506149.10","folate/pteridine transporter, putative"
"TcChr33-P","IGI",749334,751558,"+","TcCLB.508119.30","mucin TcMUCII, putative"
"TcChr25-P","IGI",747946,752909,"+","TcCLB.509259.45","hypothetical protein"
"TcChr35-P","IGI",301872,305332,"-","TcCLB.511021.70","ABC transporter of the mitochondrion, putative"
"TcChr36-P","IGI",1152919,1157022,"+","TcCLB.506193.5","glucose-6-phosphate 1-dehydrogenase (pseudogene), putative"
"TcChr38-P","IGI",907522,915964,"+","TcCLB.508433.233","Mucin-associated surface protein (MASP) (fragment)"
"TcChr7-P","IGI",373407,376739,"-","TcCLB.510047.70","hypothetical protein (pseudogene)"
"TcChr31-P","IGI",179410,183094,"+","TcCLB.507895.160","Maf1 regulator, putative"
"TcChr38-P","IGI",659574,666609,"-","TcCLB.507069.40","trans-sialidase, Group VI, putative"
"TcChr11-P","IGI",197845,200910,"-","TcCLB.511239.120","hypothetical protein, conserved"
"TcChr39-P","IGI",1352075,1354288,"+","TcCLB.507005.30","hypothetical protein, conserved"
"TcChr40-P","IGI",1104098,1106957,"+","TcCLB.507787.20","hypothetical protein, conserved"
"TcChr41-P","IGI",473580,475583,"-","TcCLB.510219.20","hypothetical protein, conserved"
"TcChr38-P","IGI",813286,821286,"+","TcCLB.507071.390","trans-sialidase, Group V, putative"
"TcChr23-P","IGI",524310,525196,"+","TcCLB.507801.144","hypothetical protein, conserved"
"TcChr33-P","IGI",971537,973151,"+","TcCLB.506469.70","hypothetical protein"
"TcChr20-P","IGI",225989,228896,"+","TcCLB.506679.130","hypothetical protein, conserved"
"TcChr37-P","IGI",723565,724872,"-","TcCLB.511635.60","hypothetical protein, conserved"
"TcChr40-P","IGI",314898,323265,"-","TcCLB.507031.179","hypothetical protein, conserved"
"TcChr38-P","IGI",1365845,1373201,"+","TcCLB.508001.30","hypothetical protein, conserved (pseudogene)"
"TcChr11-P","IGI",138839,140843,"-","TcCLB.508857.110","hypothetical protein, conserved"
"TcChr38-P","IGI",686927,690642,"+","TcCLB.507069.139","mucin TcMUCII (pseudogene), putative"
"TcChr35-P","IGI",942826,945091,"-","TcCLB.511725.30","hypothetical protein, conserved"
"TcChr37-P","IGI",226359,230474,"+","TcCLB.508231.130","Cell division control protein 48, putative"
"TcChr12-P","IGI",381952,383812,"-","TcCLB.509569.44","Archaic translocase of outer membrane 12 kDa subunit, putative"
"TcChr27-P","IGI",803312,805309,"+","TcCLB.508173.210","conserved protein"
"TcChr40-P","IGI",1897375,1901433,"-","TcCLB.507081.60","helicase-like protein, putative"
"TcChr7-P","IGI",361630,363782,"+","TcCLB.506511.80","hypothetical protein, conserved"
"TcChr40-P","IGI",636896,647892,"-","TcCLB.511281.50","surface protease GP63, putative"
"TcChr39-P","IGI",743060,746383,"-","TcCLB.506301.60","hypothetical protein"
"TcChr28-P","IGI",757626,765551,"+","TcCLB.509295.30","trans-sialidase (pseudogene), putative"
"TcChr13-P","IGI",60465,67429,"-","TcCLB.511807.160","hypothetical protein, conserved"
"TcChr39-P","IGI",1024636,1027836,"-","TcCLB.508457.20","170 kDa glucose-regulated protein, putative"
"TcChr38-P","IGI",59667,61274,"-","TcCLB.506295.40","Basal body protein"
"TcChr37-P","IGI",811403,812727,"-","TcCLB.509643.40","hypothetical protein, conserved"
"TcChr19-P","IGI",381242,387838,"-","TcCLB.510835.60","Dynein heavy chain, N-terminal region 2, putative"
"TcChr39-P","IGI",493200,497624,"+","TcCLB.508355.330","hypothetical protein, conserved"
"TcChr38-P","IGI",1334793,1335681,"+","TcCLB.510479.20","dispersed gene family protein 1 (DGF-1, pseudogene), putative"
"TcChr30-P","IGI",618537,621353,"+","TcCLB.511209.50","hypothetical protein, conserved"
"TcChr27-P","IGI",495025,499215,"+","TcCLB.508177.60","hypothetical protein, conserved"
"TcChr35-P","IGI",167157,168824,"-","TcCLB.506727.80","hypothetical protein, conserved"
"TcChr13-P","IGI",144689,147466,"-","TcCLB.509207.30","hypothetical protein, conserved"
"TcChr35-P","IGI",676253,679006,"+","TcCLB.506425.70","hypothetical protein, conserved"
"TcChr34-P","IGI",975090,976064,"-","TcCLB.507159.80","Amastin surface glycoprotein, putative"
"TcChr28-P","IGI",614409,618041,"-","TcCLB.510629.310","Mucin-associated surface protein (MASP), subgroup S097"
"TcChr40-P","IGI",676572,680746,"-","TcCLB.511277.630","serine/threonine protein phosphatase type 5, putative"
"TcChr29-P","IGI",129721,136806,"+","TcCLB.511405.40","mucin TcMUCII (pseudogene), putative"
"TcChr33-P","IGI",133493,139740,"-","TcCLB.510151.10","fatty acyl CoA syntetase 1, putative"
"TcChr16-P","IGI",439588,446711,"+","TcCLB.508269.50","hypothetical protein, conserved"
"TcChr13-P","IGI",333883,337130,"+","TcCLB.511821.30","adaptor complex AP-1 medium subunit, putative"
"TcChr25-P","IGI",546875,552228,"+","TcCLB.509251.30","trans-sialidase (pseudogene), putative"
"TcChr36-P","IGI",725560,727483,"+","TcCLB.508153.710","hypothetical protein"
"TcChr15-P","IGI",37964,43738,"-","TcCLB.507775.50","proteasome alpha 7 subunit, putative"
"TcChr27-P","IGI",777369,779257,"+","TcCLB.510303.50","deoxyribose-phosphate aldolase, putative"
"TcChr41-P","IGI",1944222,1952179,"-","TcCLB.508221.284","retrotransposon hot spot protein 3 (RHS3), putative (pseudogene)"
"TcChr41-P","IGI",510482,516337,"-","TcCLB.503995.10","Present in the outer mitochondrial membrane proteome 17 (fragment)"
"TcChr28-P","IGI",101567,101773,"+","TcCLB.506791.42","C/D small nucleolar RNA (snoRNA), TB10C3C5"
"TcChr13-P","IGI",353681,355936,"-","TcCLB.511821.120","WD domain, G-beta repeat, putative"
"TcChr15-P","IGI",205171,207612,"-","TcCLB.511565.30","mucin TcMUCII, putative"
"TcChr23-P","IGI",389516,392986,"-","TcCLB.507209.40","cdc2-related kinase 9"
"TcChr40-P","IGI",812323,813689,"+","TcCLB.511277.84","dynein light chain Tctex-type, putative"
"TcChr40-P","IGI",185196,188288,"-","TcCLB.508899.30","hypothetical protein, conserved"
"TcChr9-P","IGI",506463,507837,"+","TcCLB.509005.111","ribosomal RNA large subunit zeta (M5), doesn't match GenBank entry by xmatch"
"TcChr9-P","IGI",473194,475455,"+","TcCLB.509003.30","small myristoylated protein 1-1"
"TcChr35-P","IGI",393520,395773,"+","TcCLB.508707.64","exonuclease, putative"
"TcChr24-P","IGI",335813,339874,"+","TcCLB.508739.80","hypothetical protein, conserved"
"TcChr23-P","IGI",613036,621348,"+","TcCLB.506537.130","protein kinase, putative"
"TcChr30-P","IGI",489003,491480,"-","TcCLB.508601.60","Centrosomal protein of 120 kDa, putative"
"TcChr23-P","IGI",59104,61509,"-","TcCLB.506619.40","tyrosyl-DNA Phosphodiesterase (Tdp1), putative"
"TcChr34-P","IGI",264065,267679,"-","TcCLB.503929.30","hypothetical protein, conserved"
"TcChr40-P","IGI",742316,744969,"-","TcCLB.511277.340","paralyzed flagella protein 20"
"TcChr12-P","IGI",373202,379239,"-","TcCLB.509569.30","hypothetical protein, conserved"
"TcChr6-P","IGI",98909,101090,"-","TcCLB.510887.64","hypothetical protein, conserved"
"TcChr40-P","IGI",532975,534728,"+","TcCLB.511283.320","hypothetical protein, conserved"
"TcChr19-P","IGI",269998,272337,"-","TcCLB.503733.40","hypothetical protein, conserved"
"TcChr35-P","IGI",853101,854977,"+","TcCLB.511717.160","hypothetical protein"
"TcChr9-P","IGI",67396,69640,"-","TcCLB.505999.4","hypothetical protein, conserved"
"TcChr35-P","IGI",552827,560108,"+","TcCLB.506821.10","hypothetical protein"
"TcChr20-P","IGI",79880,87825,"-","TcCLB.510967.10","GPI inositol deacylase precursor, putative"
"TcChr36-P","IGI",935119,935972,"-","TcCLB.510943.26","ribosomal protein L38, putative"
"TcChr35-P","IGI",616878,619391,"+","TcCLB.507969.30","sphingosine-1-phosphate phosphatase, putative"
"TcChr41-P","IGI",1960288,1963550,"-","TcCLB.508221.190","hypothetical protein"
"TcChr10-P","IGI",400172,405800,"-","TcCLB.508319.10","hypothetical protein"
"TcChr27-P","IGI",791573,791738,"+","TcCLB.510303.6","H/ACA snoRNA, TC6C1H2"
"TcChr2-P","IGI",28841,34108,"-","TcCLB.507943.5","histone H4, putative"
"TcChr24-P","IGI",252343,254816,"-","TcCLB.508737.40","hypothetical protein"
"TcChr39-P","IGI",732858,735791,"-","TcCLB.506301.20","Golgi reassembly stacking protein (GRASP homologue), putative"
"TcChr37-P","IGI",873666,874491,"-","TcCLB.425785.18","hypothetical protein, conserved"
"TcChr41-P","IGI",1122074,1125604,"-","TcCLB.511255.516","syntaxin binding protein (pseudogene), putative"
"TcChr33-P","IGI",995221,997973,"+","TcCLB.503647.20","hypothetical protein, conserved"
"TcChr25-P","IGI",771803,776702,"+","TcCLB.509259.140","glycine dehydrogenase [decarboxylating] (pseudogene), putative"
"TcChr22-P","IGI",21111,22972,"-","TcCLB.406933.10","retrotransposon hot spot (RHS) protein, putative"
"TcChr29-P","IGI",816680,820555,"+","TcCLB.507519.20","hypothetical protein, conserved"
"TcChr30-P","IGI",532302,540278,"+","TcCLB.511015.30","Trichohyalin, putative (fragment)"
"TcChr40-P","IGI",1929334,1931070,"-","TcCLB.508479.380","hypothetical protein, conserved"
"TcChr32-P","IGI",214292,215702,"-","TcCLB.511495.11","hypothetical protein, conserved (fragment)"
"TcChr6-P","IGI",293148,295581,"-","TcCLB.509429.290","hydroxyacylglutathione hydrolase, putative"
"TcChr13-P","IGI",243303,245022,"-","TcCLB.511817.60","hypothetical protein, conserved"
"TcChr36-P","IGI",775073,777852,"+","TcCLB.508153.920","choline/ethanolamine phosphotransferase, putative"
"TcChr8-P","IGI",21674,25830,"-","TcCLB.507903.19","dispersed gene family protein 1 (DGF-1, pseudogene), putative"
"TcChr20-P","IGI",534283,548614,"+","TcCLB.511843.40","dispersed gene family protein 1 (DGF-1), putative"
"TcChr25-P","IGI",74400,82771,"-","TcCLB.511383.89","Flagellar Member 3"
"TcChr24-P","IGI",629810,632826,"-","TcCLB.508365.200","Mucin-associated surface protein (MASP), subgroup S010"
"TcChr37-P","IGI",859700,863986,"-","TcCLB.509637.36","Surface membrane protein (fragment)"
"TcChr20-P","IGI",563159,567450,"+","TcCLB.511843.90","hypothetical protein, conserved (pseudogene)"
"TcChr20-P","IGI",158181,162751,"+","TcCLB.506009.30","TPR-repeat-containing chaperone protein DNAJ, putative"
"TcChr41-P","IGI",681624,683976,"-","TcCLB.509971.70","hypothetical protein"
"TcChr38-P","IGI",1286570,1290993,"+","TcCLB.508299.70","peroxisome targeting signal 1 receptor, putative"
"TcChr18-P","IGI",110019,114533,"-","TcCLB.508851.170","DNA topoisomerase III, putative"
"TcChr33-P","IGI",196807,198270,"+","TcCLB.504797.90","hypothetical protein, conserved"
"TcChr40-P","IGI",1956418,1957721,"+","TcCLB.508479.224","hypothetical protein, conserved"
"TcChr40-P","IGI",1853372,1854961,"-","TcCLB.504045.90","hypothetical protein, conserved (pseudogene)"
"TcChr3-P","IGI",86305,89197,"+","TcCLB.510823.20","conserved protein, unknown function"
"TcChr33-P","IGI",776049,783579,"+","TcCLB.506615.10","trans-sialidase (pseudogene), putative"
"TcChr38-P","IGI",545820,552179,"-","TcCLB.507065.127","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr34-P","IGI",953995,958296,"-","TcCLB.509289.30","hypothetical protein, conserved"
"TcChr40-P","IGI",1973005,1975842,"+","TcCLB.508479.150","AGC essential kinase 1"
"TcChr24-P","IGI",346980,348226,"+","TcCLB.508741.40","mucin TcSMUGS, putative"
"TcChr39-P","IGI",1537627,1539630,"+","TcCLB.507001.60","hypothetical protein, conserved"
"TcChr40-P","IGI",1736339,1737635,"-","TcCLB.510421.29","CAAX prenyl protease 2, putative"
"TcChr39-P","IGI",542149,543645,"+","TcCLB.508355.114","MICOS complex subunit MIC10-2, putative"
"TcChr7-P","IGI",178637,182212,"+","TcCLB.503913.4","nucleolar RNA binding protein (pseudogene), putative"
"TcChr40-P","IGI",520721,524101,"+","TcCLB.511285.30","hypothetical protein, conserved"
"TcChr37-P","IGI",745172,747464,"-","TcCLB.503583.20","hypothetical protein, conserved"
"TcChr20-P","IGI",234141,239223,"+","TcCLB.506679.170","hypothetical protein, conserved"
"TcChr22-P","IGI",80664,91271,"-","TcCLB.505401.40","dispersed gene family protein 1 (DGF-1), putative"
"TcChr36-P","IGI",976854,980079,"-","TcCLB.510943.198","hypothetical protein, conserved"
"TcChr8-P","IGI",201560,222304,"-","TcCLB.453445.10","hypothetical protein, conserved"
"TcChr38-P","IGI",156898,159469,"+","TcCLB.506957.100","hypothetical protein, conserved"
"TcChr33-P","IGI",561561,562286,"+","TcCLB.506921.70","H/ACA snoRNA, TC9C1H1"
"TcChr29-P","IGI",701009,702957,"+","TcCLB.507515.40","hypothetical protein, conserved"
"TcChr22-P","IGI",345321,345956,"+","TcCLB.508043.19","tRNA-Arg:anticodon TCG"
"TcChr41-P","IGI",2236454,2240503,"-","TcCLB.510359.180","hypothetical protein, conserved"
"TcChr40-P","IGI",111600,116449,"-","TcCLB.511299.10","Triglyceride lipase, putative (fragment)"
"TcChr32-P","IGI",133796,134853,"-","TcCLB.507017.64","hypothetical protein, conserved"
"TcChr20-P","IGI",99352,101033,"-","TcCLB.508657.20","sec1-like protein (pseudogene), putative"
"TcChr39-P","IGI",1454742,1455131,"+","TcCLB.510661.61","C/D small nucleolar RNA (snoRNA), TB9C4C1"
"TcChr27-P","IGI",157067,160290,"-","TcCLB.507765.149","hypothetical protein, conserved"
"TcChr29-P","IGI",363877,368452,"-","TcCLB.508883.48","trans-sialidase, putative"
"TcChr27-P","IGI",91259,95109,"-","TcCLB.506297.260","Lanosterol 14-alpha demethylase"
"TcChr36-P","IGI",225657,227069,"-","TcCLB.507951.140","U2 small nuclear ribonucleoprotein B, putative"
"TcChr33-P","IGI",886183,888225,"+","TcCLB.510915.21","surface protease GP63 (pseudogene), putative"
"TcChr37-P","IGI",357011,359859,"+","TcCLB.509791.120","kinetoplast-associated protein"
"TcChr36-P","IGI",563607,567164,"-","TcCLB.510329.20","hypothetical protein, conserved"
"TcChr38-P","IGI",843642,845231,"+","TcCLB.510709.50","mucin TcMUCII (pseudogene), putative"
"TcChr15-P","IGI",541408,544967,"-","TcCLB.510197.229","trans-sialidase, putative"
"TcChr26-P","IGI",212820,216421,"+","TcCLB.511907.140","hypothetical protein"
"TcChr8-P","IGI",191158,194893,"-","TcCLB.510339.74","mitochondrial carrier protein, putative"
"TcChr27-P","IGI",460234,462569,"+","TcCLB.511151.50","phosphoadenosine phosphosulfate reductase-like protein, putative"
"TcChr3-P","IGI",10197,12948,"-","TcCLB.510817.40","hypothetical protein, conserved"
"TcChr38-P","IGI",563169,569510,"-","TcCLB.507067.40","mucin TcMUCII, putative"
"TcChr19-P","IGI",548423,556375,"+","TcCLB.511391.60","trans-sialidase (pseudogene), putative"
"TcChr41-P","IGI",192754,196165,"+","TcCLB.503931.46","hypothetical protein, conserved (pseudogene)"
"TcChr35-P","IGI",1072285,1073563,"-","TcCLB.511727.260","cyclin 9, putative"
"TcChr30-P","IGI",189961,192511,"-","TcCLB.508817.90","hypothetical protein, conserved (pseudogene)"
"TcChr40-P","IGI",1744147,1746002,"-","TcCLB.510421.80","hypothetical protein"
"TcChr24-P","IGI",24831,32226,"-","TcCLB.508139.170","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr30-P","IGI",345367,351099,"+","TcCLB.508073.20","hypothetical protein"
"TcChr34-P","IGI",326573,331760,"-","TcCLB.508693.90","peroxisome biogenesis factor 1, putative"
"TcChr41-P","IGI",1894632,1903138,"+","TcCLB.508221.490","Mucin-associated surface protein (MASP), subgroup S061"
"TcChr19-P","IGI",503304,504411,"-","TcCLB.505071.104","hypothetical protein, conserved"
"TcChr13-P","IGI",70814,75543,"-","TcCLB.511807.190","hypothetical protein, conserved"
"TcChr39-P","IGI",1286240,1287955,"+","TcCLB.508461.460","hypothetical protein, conserved"
"TcChr26-P","IGI",297875,307217,"-","TcCLB.509243.60","ATP-dependent DEAD/H DNA helicase recQ, putative"
"TcChr37-P","IGI",1177613,1180428,"+","TcCLB.510187.420","heat shock protein 60, degenerate"
"TcChr15-P","IGI",553481,557517,"+","TcCLB.510197.160","Mucin-associated surface protein (MASP) (pseudogene)"
"TcChr38-P","IGI",822070,824749,"+","TcCLB.510701.20","hypothetical protein"
"TcChr40-P","IGI",1844979,1848592,"-","TcCLB.504045.50","hypothetical protein"
"TcChr19-P","IGI",422098,425775,"+","TcCLB.508547.60","hypothetical protein, conserved"
"TcChr36-P","IGI",871400,878816,"-","TcCLB.510265.100","hypothetical protein, conserved"
"TcChr6-P","IGI",156291,158800,"-","TcCLB.510889.221","glucose-6-phosphate isomerase, glycosomal, putative"
"TcChr30-P","IGI",56130,58986,"-","TcCLB.508579.30","kinesin, putative"
"TcChr38-P","IGI",1321676,1322904,"+","TcCLB.508297.41","hypothetical protein, conserved"
"TcChr35-P","IGI",17808,26397,"-","TcCLB.508519.20","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr27-P","IGI",356370,357903,"-","TcCLB.511163.24","hypothetical protein, conserved"
"TcChr26-P","IGI",406299,416850,"+","TcCLB.505773.10","retrotransposon hot spot protein (RHS, pseudogene), putative"
"TcChr35-P","IGI",447898,451857,"+","TcCLB.510433.10","hypothetical protein"
"TcChr21-P","IGI",322176,327557,"+","TcCLB.511653.20","kinetoplastid-specific dual specificity phosphatase, putative"
"TcChr26-P","IGI",790005,794214,"+","TcCLB.509875.11","retrotransposon hot spot (RHS) protein, putative (fragment)"
